Date,Open,High,Low,Close,Adj Close,Volume
2019-02-01,35.770000,36.590000,35.770000,36.110001,35.535397,6611900
2019-02-04,36.160000,36.810001,36.119999,36.779999,36.194733,9089300
2019-02-05,36.810001,37.230000,36.700001,36.930000,36.441425,6003200
2019-02-06,36.799999,37.090000,36.610001,36.759998,36.273670,5802800
2019-02-07,36.459999,36.700001,35.939999,36.169998,35.691479,5857300
2019-02-08,35.799999,36.230000,35.389999,36.000000,35.523724,4973300
2019-02-11,36.080002,36.720001,36.080002,36.590000,36.105923,4932600
2019-02-12,36.759998,37.169998,35.669998,35.750000,35.277035,6883200
2019-02-13,35.830002,36.459999,35.810001,36.209999,35.730949,5837900
2019-02-14,35.910000,36.529999,35.669998,36.110001,35.632275,4070000
2019-02-15,36.240002,36.340000,34.959999,35.049999,34.586296,11471900
2019-02-19,35.029999,35.900002,35.000000,35.470001,35.000740,6436100
2019-02-20,35.000000,35.240002,34.770000,35.060001,34.596169,6969900
2019-02-21,34.980000,35.509998,34.830002,34.980000,34.517223,5900700
2019-02-22,35.000000,35.549999,35.000000,35.490002,35.020477,5393300
2019-02-25,35.750000,36.380001,35.669998,35.900002,35.425056,10905900
2019-02-26,35.900002,36.730000,35.750000,36.250000,35.770420,7565000
2019-02-27,36.110001,36.330002,35.270000,35.689999,35.217827,5874900
2019-02-28,35.630001,35.889999,35.169998,35.630001,35.158627,7873800
2019-03-01,35.580002,35.959999,34.369999,34.639999,34.181717,8654000
2019-03-04,34.759998,34.889999,33.500000,33.720001,33.273895,6998100
2019-03-05,34.029999,34.380001,33.169998,33.230000,32.790375,7405700
2019-03-06,33.220001,33.419998,32.520000,32.759998,32.326591,6420800
2019-03-07,32.700001,32.700001,31.620001,32.220001,31.793739,7112400
2019-03-08,31.900000,32.119999,31.370001,31.910000,31.487839,6200500
2019-03-11,31.639999,32.270000,31.570000,32.049999,31.625986,8944000
2019-03-12,32.189999,32.189999,30.879999,30.920000,30.510935,10887500
2019-03-13,31.219999,31.930000,31.000000,31.840000,31.418764,11092900
2019-03-14,31.959999,32.470001,31.879999,32.130001,31.704927,6454500
2019-03-15,32.279999,32.349998,31.420000,31.430000,31.014191,9645100
2019-03-18,31.500000,31.580000,31.030001,31.379999,30.964848,6832700
2019-03-19,31.500000,32.119999,31.379999,31.590000,31.172075,6824500
2019-03-20,31.500000,31.549999,30.770000,30.959999,30.550406,6250200
2019-03-21,30.889999,31.770000,30.790001,31.450001,31.033924,5725100
2019-03-22,31.320000,31.440001,30.530001,30.570000,30.165567,7488900
2019-03-25,30.530001,30.719999,30.160000,30.209999,29.810328,5172000
2019-03-26,30.510000,30.620001,29.969999,30.209999,29.810328,4583400
2019-03-27,30.270000,31.200001,30.150000,30.940001,30.530672,6406900
2019-03-28,31.010000,31.370001,30.440001,30.900000,30.491201,6687200
2019-03-29,31.139999,31.889999,30.840000,31.760000,31.339823,6980800
2019-04-01,31.980000,32.730000,31.700001,32.349998,31.922018,7438200
